fixed_baseline_cap_ratio,lhs_sample_id,demand_scale,PV_potential_scale,PV_capacity_factor_scale,wind_potential_scale,wind_capacity_factor_scale,grid_existing_capacity_scale,grid_carbon_factor_scale,PV_capex,wind_capex,BESS_power_capex,BESS_energy_capex,BESS_degradation_cost,TOU_price_scale,DR_fraction
0.25,10,1.0154724726921698,1.1956138136397878,0.9252090362050569,0.8066910472034938,1.0443937715487919,0.8762965361974044,0.8818177779933994,5075.6273105886785,9487.953751705374,745.7361259808151,1386.3324489543959,0.04392035073888364,1.057924232972701,0.10473987900837475
0.25,11,0.9088624415513107,1.0076582702811685,1.0126462655904294,0.8778604237072537,1.0542130051732774,1.048214668473648,1.1884969607559848,4031.163047341746,11125.99866927718,699.2983646464032,1429.4658106455133,0.038121472479861765,1.0379691261796329,0.11794117328131533
0.25,12,1.04765220923268,1.1468043576461247,0.9355379680273036,1.165362265114102,1.0073976837192185,0.9417992177349132,1.0770012797177115,6332.781184669399,9350.671840457551,621.6808342366371,1498.374247197036,0.07989588567186244,1.0755842047272477,0.09240978430385419
0.25,13,0.9000210201298103,0.8031393345783022,0.9687939225004807,0.7447033045757557,1.1038238991636782,0.9493592969384457,1.1466759702271696,5506.206311662747,9439.935017248432,509.29996933952776,1184.5984220892842,0.1066411648739476,1.1860004472546777,0.04633947755905265
0.25,14,0.9506522438251577,1.0435750608002516,0.9872185592383442,0.7633846340989411,0.8553924497367593,1.0269700677506368,1.0175751398909616,4850.470666067283,9005.258188934324,869.6079259695047,1123.5838393421413,0.0671084006026073,0.8878888049319986,0.01341136276871337
0.25,15,1.0831988424798582,1.1167419248366783,1.016847469040814,0.9493028780464794,1.1325632506152132,0.8067015881004981,1.1624787566245025,4696.105295449898,11310.049112070363,844.2107041265592,1224.3298322266292,0.09949986277403776,1.0460206528049936,0.04338913336047835
0.25,16,0.995421142848046,0.9320184995845086,1.0237799461321786,0.8909826766660509,0.8896059946465299,1.0399269966652618,0.9239469667490098,5747.172890166641,11359.70840353523,980.621601235373,1287.9048283525758,0.10151843059753145,1.1980350762462715,0.11057584103195921
0.25,17,0.9278926422078781,1.1725000500915133,1.0617434723120927,0.7949969532727493,0.9619465563012523,0.824517801023772,0.9482156125901361,5933.895017768225,10624.364817336389,588.944170780521,1456.0325513298521,0.029693131807744636,0.8506078049616584,0.13282084418836426
0.25,18,0.9605983044789259,0.9000033627387974,0.9200553810452833,1.1123980575533006,0.8784032335220252,0.9319505019001311,0.8162971640883016,4085.6183600803324,11792.208271136493,895.7748130442455,1051.1535230192185,0.08746862814597932,1.128019445021236,0.008426415494400796
0.25,19,0.9384985695556683,0.8166482895694674,1.006928751560922,0.922884075459242,1.09221151518324,0.8699079121300284,0.975057905126255,5752.4898329458065,11668.532251901957,616.078245877763,1249.4481219569009,0.05429556322638558,1.0614482422622773,0.07279310258829316
0.25,20,1.0346859852112638,1.0031652235315904,1.021137762385039,0.9371314440313373,0.9396482851318847,0.9128982686966692,1.1092838645807894,4306.5331376687955,9740.493534552672,651.8221509101742,1062.3326689976095,0.07122315309459613,1.148443020380487,0.09617962013718934
0.25,21,0.9894105622198132,1.0896227496090747,0.9138680216283227,1.0812309297957912,1.035072197992124,1.0715882193153052,1.0300691348436366,4430.601691237967,11171.191481981934,988.0896610290755,1226.8304100447187,0.10470047345577212,1.012501895440992,0.11335748281730954
0.25,22,0.9120033440638351,1.1813051002438668,0.9081049282408552,0.8123533647016127,0.8030388849409458,1.0550475008047793,1.122181074624521,6173.403794507386,10763.467552110986,570.1972836499796,1437.9115084885184,0.013564161307335634,0.9021265095293179,0.14858336078415887
0.25,23,1.0114416151729997,1.083480803339522,0.9995014363999789,1.052042033680995,1.1584927464152228,1.143275828428669,0.869011072795537,6105.619172792056,10560.307880203369,940.1367507579785,1340.5576269499447,0.06825791079708844,1.019000146551141,0.06369750070528209
0.25,24,0.9645125987877211,1.0795635377994288,0.9416659276934027,1.2941746421418534,0.932191786959355,1.0120409380109399,0.9922860096154134,5987.17580192873,11806.680275497736,765.4339739023771,1317.1323167335377,0.015446635988623862,0.8921906208413114,0.14036480882295005
0.25,25,1.0869531632094838,0.8484883594351976,1.0451732405755272,1.0937691179146967,0.9168461586022768,1.150709947363087,0.9358781221567118,5427.241152927026,11588.265436425187,601.9906504042358,1129.3685335783016,0.0016028808282170287,0.9323387174556754,0.12391043818651441
0.25,26,0.9737313843172397,0.8646489530580754,0.9034529878743855,1.1028028303872752,0.8633529824358357,1.1053660630280797,0.9615846077694803,5292.9188895428415,10105.1819399325,943.3300813018009,1264.454608459965,0.008938076843100416,0.9400361229099174,0.09468879760969202
0.25,27,1.0853940732314187,0.9615182627545154,1.0291607410969257,0.8237163030833261,1.0146147402482475,0.9820877401917784,1.1410790877064538,6127.29412438974,10973.471721307938,910.3278956761544,1041.3622802245657,0.022275556905391482,0.884674637015185,0.10531143730396535
0.25,28,0.953515540389322,0.9834314091802343,0.9500115662577228,0.9512375785513856,0.8831011317761341,1.1698138557142599,0.9180184962175111,4945.017663354026,10537.115184623377,703.2909719341702,1475.8019545237216,0.08995866330733467,0.9905886865210534,0.058988734585733366
0.25,29,1.0670065788818108,0.9587357203442419,0.962627941219338,0.9705122896369145,0.8503361978411733,0.9610382295992956,0.8883402690515578,5548.169277472221,9229.654399303887,964.1112367355345,1200.6924445998088,0.05605066775939269,1.1408728743790313,0.08103483822239428
0.25,30,1.0309843590036198,1.1012560337193664,1.056887957138873,1.1935595040696299,0.8364330833122788,1.0813645316094935,1.0218940143298239,4607.436945197184,9599.155901581582,974.0820035211652,1174.9760991658309,0.004755531860640022,1.0511406693504834,0.1389404941032501
0.25,31,0.9729672237669313,0.8256030794755661,1.0989814884532554,1.0754917246066527,0.9251205125380735,0.857131619047654,0.8603262219915258,5793.995952485891,9641.57643299545,724.0263573460775,1073.8292850526734,0.09739696271305118,0.9539872437885296,0.09985175464601374
0.25,32,1.0728768710949783,1.0375227121948092,0.9283651690110905,0.705718614097808,1.1878127055947787,1.0611069973168699,1.1362124275890992,5103.942917436946,10313.056025438347,670.6928724107906,1342.9210886570681,0.09182621210913362,1.019376723709037,0.027844169402495962
0.25,33,1.0588628775049167,0.8313584199143919,1.0723253340023693,1.2254931299772467,1.118324020173704,0.8853388290100929,1.1327162511063695,6044.973440160369,9885.12628393347,785.1382206121053,1469.1636719200492,0.0339362408482111,1.0336483736807969,0.015632858510750806
0.25,34,1.061154055246214,0.8409688142138041,1.036918468010743,0.7540549212069223,1.1663703378942087,1.1915168214223548,0.8300555858825055,5035.239464898369,10357.6623605734,538.257665343494,1409.4746308983763,0.03020830036439485,1.1724620314003213,0.08997594282877293
0.25,35,0.9847186427159138,1.159345239395118,1.088829410701563,1.1776084057795277,1.0983740318958801,1.0795451373902842,0.8225395641505157,4355.366037123258,11722.794069087662,798.701870337607,1271.2917013611557,0.06372530682583222,0.9034006531954927,0.041433014564908686
0.25,36,1.0766611460782238,0.9667631579056611,0.9581320527916716,0.9832836872927302,1.181162137990178,0.800664963938637,1.0890889730011177,6493.890478956647,10200.645913460381,851.1894335608897,1091.92169040152,0.11603576060298104,1.1782096709915095,0.004869667222169011
0.25,37,1.0397623402991092,1.027059362724666,1.0522369096761481,1.2087574494527469,0.8095747632969708,1.1749568512391597,0.9949561926132731,5359.122004088028,9063.996220890438,864.924397926577,1441.7357533910654,0.06558215636954519,1.1087294822465616,0.00047350024379706724
0.25,38,0.9331770650300586,1.0261514714784516,0.9811311137692483,0.8484515453312157,1.0271923812704329,1.0186546318319591,1.037217973781815,4460.81213936479,10271.881281379472,827.3769682051718,1145.929948348103,0.07575700714880819,1.1562837664778909,0.05498544301556686
0.25,39,1.0948106978686696,1.0170877343529625,0.9757500096598989,0.9091562486755586,1.1501381751162016,0.9675592532147115,0.8038395260015093,4581.672723785371,9179.434948301674,931.9827935087837,1295.1517530508436,0.09462920488788937,1.0012514572893298,0.1005525203566066
0.25,40,0.934773981426309,1.1784676403867111,0.9837576458013205,1.2649016712996897,1.145911184113786,1.1948109634239423,1.1959750726031708,6208.938492040219,11449.734439072416,835.183095769055,1241.386597696877,0.0102190664031274,0.8683653251432764,0.07097256086859502
0.25,41,0.9154839520540167,0.8127783928133205,0.9959935481026212,1.2839631298916623,0.8684127162132629,0.8602316724178485,0.8531127539492865,4625.6253952869265,10098.555139356433,781.1430765820812,1078.812750444871,0.007139563351164727,1.0927552240185079,0.06803909657607483
0.25,42,1.0522091709151427,0.8916997080606929,0.9011540797849956,1.1843427317137512,0.9050091716599405,0.9538500377501965,1.062010446945929,4505.574752270448,11645.939827269744,528.7806622496862,1276.788169587691,0.11878403656112425,0.930933262386984,0.05249726980705979
0.25,43,1.002331268839128,1.061051758242146,1.0408168685863648,1.0082843132828283,0.9748105378051001,0.8946244466479807,0.8358319052840366,4745.795366101615,10490.014992753742,522.1510885318626,1154.7301219654905,0.04852421419194553,0.9661494101196554,0.01881346912571307
0.25,44,0.9791688767944953,0.8774404119289074,1.076226001458486,0.8549301926020572,1.1261768669130756,1.0893689819845234,0.9575289454111175,5211.062498398125,11247.816742281057,818.4536790703296,1086.0718303489825,0.08544345995116998,1.0953518598060632,0.08648349450055763
0.25,45,0.9673029125604825,1.0953724998822214,1.0557213412381534,1.0325765464065773,1.178058984844984,1.1633535801044292,0.9089591399307986,4995.091318919829,11892.757089590508,875.348912486218,1464.347817364096,0.037502558777005396,0.9697258858738209,0.03691268855396851
0.25,46,1.0435302134498368,0.8368162681627334,1.0671297114365519,0.9166487251554731,0.9111343243201486,1.12290907504892,0.8540143229272867,5182.7588321124895,11900.701579672248,633.1844801894775,1420.458967053169,0.05110472471740163,1.082141104419972,0.13576814459236397
0.25,47,0.9056260560408208,0.9741209952532319,0.9184240483512138,1.062385183630907,1.1107920714456296,0.9798035305514021,1.1854659943865458,4072.884702850643,10928.051371822625,952.1399619351362,1400.3530016283948,0.021419094929670774,1.1450264945301885,0.022994402717672526
0.25,48,1.0241224413227799,0.8595981162072578,1.0662561489093114,1.2716572440934861,1.005583656673754,0.9191326957704888,0.9314145377278448,5610.98419528034,10409.969413175308,774.3496154110537,1100.2750342990187,0.01797754755827175,1.170548152867127,0.02229908489749967
0.25,49,1.0772204332188946,0.8865620507079689,0.9496661277089101,1.2492535155299498,0.9727351884450448,0.887932858389868,1.0672039495283754,6023.517749641601,9832.266126602797,546.6413852877437,1395.6289595280646,0.10999837995944771,0.9799960427395045,0.11705347978131429
0.25,50,0.9232858949678502,1.1204560992260024,1.0853676091374393,0.7771814688687531,1.195590426087716,0.8434868677044455,0.8966656059030584,6386.43003619926,10039.794897158088,917.9656168776003,1255.6319852807173,0.02730713876668612,1.0038913011170632,0.12981517949989343
0.25,51,0.9233958489441978,1.1919561666739107,1.0159684263952826,1.2177958802712276,0.9958312921145065,1.0065992576412168,0.9430992463485268,4814.3506090915325,11297.045735325522,683.3110419907093,1380.780907893399,0.11295551929924226,1.0842423416335103,0.1438847272439116
0.25,52,1.0406038101924617,1.128685011019106,0.9104122608362385,1.23466947119864,0.9564011287075662,0.8474230865823494,1.098749773313313,4777.1462760630575,11463.631023634991,646.725252475663,1115.7792581193428,0.08036248782076605,1.1602541522816538,0.030988492371313407
0.25,53,0.9903412484032112,0.9458239755297759,0.9384519074180833,0.8866696352579359,1.0652267116046004,1.18384237650094,1.1719362386289132,4166.068731760943,9918.536557029853,553.82161448065,1005.8830918921475,0.08234212251316925,1.1048612074100879,0.04823173252965413
0.25,54,0.9167816090159643,0.98932360440253,0.9775573655157037,0.8644214719036049,0.8268648579358047,1.1552650026274915,1.048113951643752,5865.152912647065,10895.744282195586,686.1431074088582,1484.0354436555529,0.04041312142159368,0.9444853403073108,0.06661548638586876
0.25,55,0.9459304138959557,1.069559285580256,1.0466942886851687,0.7278540678633167,1.1719931113658562,0.9973122659640938,0.9819111143686671,5290.930832614878,9116.828534552458,580.5138705281286,1314.8341853302086,0.05200227777747794,0.9104028453223677,0.13219278045656913
0.25,56,1.0659354441025446,0.9516108286503229,0.9464268701032011,1.1512497128348613,0.9416797747347122,0.9916356913048596,1.0812508415715325,6448.089605065072,10665.700754065747,737.7809320191145,1308.321954741154,0.019354019750492234,1.1326806845167683,0.060629693377359725
0.25,57,0.9430282331759712,0.9067241908674842,1.094111829400009,0.7190048549007706,1.077397947906284,1.0261575107473115,0.8095450701875005,5414.349277748612,10192.411691687837,810.9706550227113,1166.3437594793727,0.09227151464777726,0.9553653392151941,0.07621972482458374
0.25,58,1.0558306669923345,0.9185361162630149,1.080451950025738,1.2544080631573575,0.9481319438981978,0.8137510895633208,0.9689293792703437,5156.102436001471,9293.215290211941,636.7635572239687,1364.6990857724718,0.003157408150712162,0.9221958804541844,0.12054384863223676
0.25,59,1.008209921877624,0.9949205685133651,0.9722122597201696,1.0286362639231394,0.8413869970305411,0.904302179068033,0.8771350623734835,4392.987867224223,11044.482809070509,732.778837781716,1032.7450563019956,0.03494999016807147,1.1886363936085707,0.08346007819177913
0.14,0,1.0202452984761474,1.107467918865382,1.0342771715202272,0.9924355837124677,1.084342402005821,0.8284142314931632,1.1134828440035733,4240.852378159638,9665.193137911021,992.6728370803287,1351.9776603452428,0.11521651687113886,1.1169143292991413,0.02739317901378541
0.14,1,0.9468381648932956,1.1631610219520863,1.0778381564469313,1.049930227123638,1.0498350210529779,1.1183382284848509,1.0452025286758433,4252.373428442343,11993.078761598765,885.5199353095318,1332.3773359796685,0.06046678893056903,1.0659061542940838,0.07752920213021385
0.14,2,1.029478510530055,0.9218182446810225,0.956273901856661,1.1400556873489016,0.8976969162296972,1.1324449084309531,0.8456814431234648,5885.763473693107,9792.753937509833,754.1353658869077,1370.7407519088433,0.10264312561038769,0.9779974544572387,0.1268318215838627
0.14,3,1.0925036201458174,0.893848587294342,0.9908941189459829,0.7823781059892887,1.0215522220652187,1.1110056688510088,1.0017003248018934,5677.443507712183,9507.240025182955,597.1240707126886,1045.5697212625528,0.04669846376172439,0.876729934321612,0.006617466155859836
0.14,4,1.019916995360033,1.1362926145577537,1.0046455197190969,1.1297362978042238,1.1384713800926252,0.9220024338514163,1.1563382842142798,4896.30232369454,10700.984034475046,801.3721733887714,1024.7430116068322,0.04557585897840559,0.9154915124109397,0.03406819084052316
0.14,5,0.9588164330287234,0.867787317203084,1.0322948398875165,0.8384471937667671,1.0697957066918795,1.133561699564851,1.1021006921875314,5467.963179423503,11079.495152211133,660.3821324764995,1136.7578561270302,0.11111233013073289,0.863276790595161,0.01223549347201647
0.14,6,1.0041394411939808,0.9344146687583169,0.9635029291535211,1.0172160208664622,0.824543567310381,0.9362207830116892,1.1768705303246612,4177.087772392948,11529.815322891453,900.6891122195241,1196.4354382968086,0.07272933540884052,1.0257274332527309,0.03809548961305768
0.14,7,0.9809043726300977,1.0478883793672484,1.092440131961474,1.1370008995819116,0.8149470093678791,1.0962569743016148,0.9016578937264242,6253.436327620559,9967.280875228244,709.0256530813883,1212.8354473696681,0.05954497186604062,0.8612071957873657,0.05502451704743203
0.14,8,0.9988390714013488,1.058007958565819,1.000057027850744,0.9631118266585166,0.9882777613152611,0.8337747271852037,1.058357163619257,5657.838537309519,9344.726782747704,563.0006206866138,1016.5539645004336,0.02559508708757894,0.9891088442165044,0.14562139375872168
0.14,9,1.0995095869640787,1.1451585832306885,0.9314229789428762,0.7325462868481623,0.9833823076460657,1.0449924826835766,1.0129463724595547,6352.260462352916,10801.26425919237,505.8121833848068,1182.7068124805648,0.07748115553986673,1.1234812456747147,0.10842116957538679
0.14,10,1.0154724726921698,1.1956138136397878,0.9252090362050569,0.8066910472034938,1.0443937715487919,0.8762965361974044,0.8818177779933994,5075.6273105886785,9487.953751705374,745.7361259808151,1386.3324489543959,0.04392035073888364,1.057924232972701,0.10473987900837475
0.14,11,0.9088624415513107,1.0076582702811685,1.0126462655904294,0.8778604237072537,1.0542130051732774,1.048214668473648,1.1884969607559848,4031.163047341746,11125.99866927718,699.2983646464032,1429.4658106455133,0.038121472479861765,1.0379691261796329,0.11794117328131533
0.14,12,1.04765220923268,1.1468043576461247,0.9355379680273036,1.165362265114102,1.0073976837192185,0.9417992177349132,1.0770012797177115,6332.781184669399,9350.671840457551,621.6808342366371,1498.374247197036,0.07989588567186244,1.0755842047272477,0.09240978430385419
0.14,13,0.9000210201298103,0.8031393345783022,0.9687939225004807,0.7447033045757557,1.1038238991636782,0.9493592969384457,1.1466759702271696,5506.206311662747,9439.935017248432,509.29996933952776,1184.5984220892842,0.1066411648739476,1.1860004472546777,0.04633947755905265
0.14,14,0.9506522438251577,1.0435750608002516,0.9872185592383442,0.7633846340989411,0.8553924497367593,1.0269700677506368,1.0175751398909616,4850.470666067283,9005.258188934324,869.6079259695047,1123.5838393421413,0.0671084006026073,0.8878888049319986,0.01341136276871337
0.14,15,1.0831988424798582,1.1167419248366783,1.016847469040814,0.9493028780464794,1.1325632506152132,0.8067015881004981,1.1624787566245025,4696.105295449898,11310.049112070363,844.2107041265592,1224.3298322266292,0.09949986277403776,1.0460206528049936,0.04338913336047835
0.14,16,0.995421142848046,0.9320184995845086,1.0237799461321786,0.8909826766660509,0.8896059946465299,1.0399269966652618,0.9239469667490098,5747.172890166641,11359.70840353523,980.621601235373,1287.9048283525758,0.10151843059753145,1.1980350762462715,0.11057584103195921
0.14,17,0.9278926422078781,1.1725000500915133,1.0617434723120927,0.7949969532727493,0.9619465563012523,0.824517801023772,0.9482156125901361,5933.895017768225,10624.364817336389,588.944170780521,1456.0325513298521,0.029693131807744636,0.8506078049616584,0.13282084418836426
0.14,18,0.9605983044789259,0.9000033627387974,0.9200553810452833,1.1123980575533006,0.8784032335220252,0.9319505019001311,0.8162971640883016,4085.6183600803324,11792.208271136493,895.7748130442455,1051.1535230192185,0.08746862814597932,1.128019445021236,0.008426415494400796
0.14,19,0.9384985695556683,0.8166482895694674,1.006928751560922,0.922884075459242,1.09221151518324,0.8699079121300284,0.975057905126255,5752.4898329458065,11668.532251901957,616.078245877763,1249.4481219569009,0.05429556322638558,1.0614482422622773,0.07279310258829316
0.14,20,1.0346859852112638,1.0031652235315904,1.021137762385039,0.9371314440313373,0.9396482851318847,0.9128982686966692,1.1092838645807894,4306.5331376687955,9740.493534552672,651.8221509101742,1062.3326689976095,0.07122315309459613,1.148443020380487,0.09617962013718934
0.14,21,0.9894105622198132,1.0896227496090747,0.9138680216283227,1.0812309297957912,1.035072197992124,1.0715882193153052,1.0300691348436366,4430.601691237967,11171.191481981934,988.0896610290755,1226.8304100447187,0.10470047345577212,1.012501895440992,0.11335748281730954
0.14,22,0.9120033440638351,1.1813051002438668,0.9081049282408552,0.8123533647016127,0.8030388849409458,1.0550475008047793,1.122181074624521,6173.403794507386,10763.467552110986,570.1972836499796,1437.9115084885184,0.013564161307335634,0.9021265095293179,0.14858336078415887
0.14,23,1.0114416151729997,1.083480803339522,0.9995014363999789,1.052042033680995,1.1584927464152228,1.143275828428669,0.869011072795537,6105.619172792056,10560.307880203369,940.1367507579785,1340.5576269499447,0.06825791079708844,1.019000146551141,0.06369750070528209
0.14,24,0.9645125987877211,1.0795635377994288,0.9416659276934027,1.2941746421418534,0.932191786959355,1.0120409380109399,0.9922860096154134,5987.17580192873,11806.680275497736,765.4339739023771,1317.1323167335377,0.015446635988623862,0.8921906208413114,0.14036480882295005
0.14,25,1.0869531632094838,0.8484883594351976,1.0451732405755272,1.0937691179146967,0.9168461586022768,1.150709947363087,0.9358781221567118,5427.241152927026,11588.265436425187,601.9906504042358,1129.3685335783016,0.0016028808282170287,0.9323387174556754,0.12391043818651441
0.14,26,0.9737313843172397,0.8646489530580754,0.9034529878743855,1.1028028303872752,0.8633529824358357,1.1053660630280797,0.9615846077694803,5292.9188895428415,10105.1819399325,943.3300813018009,1264.454608459965,0.008938076843100416,0.9400361229099174,0.09468879760969202
0.14,27,1.0853940732314187,0.9615182627545154,1.0291607410969257,0.8237163030833261,1.0146147402482475,0.9820877401917784,1.1410790877064538,6127.29412438974,10973.471721307938,910.3278956761544,1041.3622802245657,0.022275556905391482,0.884674637015185,0.10531143730396535
0.14,28,0.953515540389322,0.9834314091802343,0.9500115662577228,0.9512375785513856,0.8831011317761341,1.1698138557142599,0.9180184962175111,4945.017663354026,10537.115184623377,703.2909719341702,1475.8019545237216,0.08995866330733467,0.9905886865210534,0.058988734585733366
0.14,29,1.0670065788818108,0.9587357203442419,0.962627941219338,0.9705122896369145,0.8503361978411733,0.9610382295992956,0.8883402690515578,5548.169277472221,9229.654399303887,964.1112367355345,1200.6924445998088,0.05605066775939269,1.1408728743790313,0.08103483822239428
0.14,30,1.0309843590036198,1.1012560337193664,1.056887957138873,1.1935595040696299,0.8364330833122788,1.0813645316094935,1.0218940143298239,4607.436945197184,9599.155901581582,974.0820035211652,1174.9760991658309,0.004755531860640022,1.0511406693504834,0.1389404941032501
0.14,31,0.9729672237669313,0.8256030794755661,1.0989814884532554,1.0754917246066527,0.9251205125380735,0.857131619047654,0.8603262219915258,5793.995952485891,9641.57643299545,724.0263573460775,1073.8292850526734,0.09739696271305118,0.9539872437885296,0.09985175464601374
0.14,32,1.0728768710949783,1.0375227121948092,0.9283651690110905,0.705718614097808,1.1878127055947787,1.0611069973168699,1.1362124275890992,5103.942917436946,10313.056025438347,670.6928724107906,1342.9210886570681,0.09182621210913362,1.019376723709037,0.027844169402495962
0.14,33,1.0588628775049167,0.8313584199143919,1.0723253340023693,1.2254931299772467,1.118324020173704,0.8853388290100929,1.1327162511063695,6044.973440160369,9885.12628393347,785.1382206121053,1469.1636719200492,0.0339362408482111,1.0336483736807969,0.015632858510750806
0.14,34,1.061154055246214,0.8409688142138041,1.036918468010743,0.7540549212069223,1.1663703378942087,1.1915168214223548,0.8300555858825055,5035.239464898369,10357.6623605734,538.257665343494,1409.4746308983763,0.03020830036439485,1.1724620314003213,0.08997594282877293
0.14,35,0.9847186427159138,1.159345239395118,1.088829410701563,1.1776084057795277,1.0983740318958801,1.0795451373902842,0.8225395641505157,4355.366037123258,11722.794069087662,798.701870337607,1271.2917013611557,0.06372530682583222,0.9034006531954927,0.041433014564908686
0.14,36,1.0766611460782238,0.9667631579056611,0.9581320527916716,0.9832836872927302,1.181162137990178,0.800664963938637,1.0890889730011177,6493.890478956647,10200.645913460381,851.1894335608897,1091.92169040152,0.11603576060298104,1.1782096709915095,0.004869667222169011
0.14,37,1.0397623402991092,1.027059362724666,1.0522369096761481,1.2087574494527469,0.8095747632969708,1.1749568512391597,0.9949561926132731,5359.122004088028,9063.996220890438,864.924397926577,1441.7357533910654,0.06558215636954519,1.1087294822465616,0.00047350024379706724
0.14,38,0.9331770650300586,1.0261514714784516,0.9811311137692483,0.8484515453312157,1.0271923812704329,1.0186546318319591,1.037217973781815,4460.81213936479,10271.881281379472,827.3769682051718,1145.929948348103,0.07575700714880819,1.1562837664778909,0.05498544301556686
0.14,39,1.0948106978686696,1.0170877343529625,0.9757500096598989,0.9091562486755586,1.1501381751162016,0.9675592532147115,0.8038395260015093,4581.672723785371,9179.434948301674,931.9827935087837,1295.1517530508436,0.09462920488788937,1.0012514572893298,0.1005525203566066
0.14,40,0.934773981426309,1.1784676403867111,0.9837576458013205,1.2649016712996897,1.145911184113786,1.1948109634239423,1.1959750726031708,6208.938492040219,11449.734439072416,835.183095769055,1241.386597696877,0.0102190664031274,0.8683653251432764,0.07097256086859502
0.14,41,0.9154839520540167,0.8127783928133205,0.9959935481026212,1.2839631298916623,0.8684127162132629,0.8602316724178485,0.8531127539492865,4625.6253952869265,10098.555139356433,781.1430765820812,1078.812750444871,0.007139563351164727,1.0927552240185079,0.06803909657607483
0.14,42,1.0522091709151427,0.8916997080606929,0.9011540797849956,1.1843427317137512,0.9050091716599405,0.9538500377501965,1.062010446945929,4505.574752270448,11645.939827269744,528.7806622496862,1276.788169587691,0.11878403656112425,0.930933262386984,0.05249726980705979
0.14,43,1.002331268839128,1.061051758242146,1.0408168685863648,1.0082843132828283,0.9748105378051001,0.8946244466479807,0.8358319052840366,4745.795366101615,10490.014992753742,522.1510885318626,1154.7301219654905,0.04852421419194553,0.9661494101196554,0.01881346912571307
0.14,44,0.9791688767944953,0.8774404119289074,1.076226001458486,0.8549301926020572,1.1261768669130756,1.0893689819845234,0.9575289454111175,5211.062498398125,11247.816742281057,818.4536790703296,1086.0718303489825,0.08544345995116998,1.0953518598060632,0.08648349450055763
0.14,45,0.9673029125604825,1.0953724998822214,1.0557213412381534,1.0325765464065773,1.178058984844984,1.1633535801044292,0.9089591399307986,4995.091318919829,11892.757089590508,875.348912486218,1464.347817364096,0.037502558777005396,0.9697258858738209,0.03691268855396851
0.14,46,1.0435302134498368,0.8368162681627334,1.0671297114365519,0.9166487251554731,0.9111343243201486,1.12290907504892,0.8540143229272867,5182.7588321124895,11900.701579672248,633.1844801894775,1420.458967053169,0.05110472471740163,1.082141104419972,0.13576814459236397
